C,2032614.785,197308.1964
D1,1067434.213,545827.6162
D2,1784874.189,1003132.068
D3,1214970.388,794598.1529
D4,1102359.573,828521.0387
D5,982185.9545,535974.8952
D6,1099840.284,708856.3565
D7,1136390.548,680574.3891
D8,1080981.988,692655.8399
D9,1003051.154,880618.589
